<3	<3 🫶
球	球 🏌 🏌️‍♂️ 🏌️‍♀️ ⛹ ⛹️‍♂️ ⛹️‍♀️ 🤾 🤾‍♂️ 🤾‍♀️ ⚽ ⚾ 🥎 🏀 🏐 🏈 🏉 🎾 🎳 🏏 🏑 🥍 🏓 🎱 🔮 🧶
球员	球员 ⛹ ⛹️‍♂️ ⛹️‍♀️
球拍	球拍 🎾 🏓 🏸
球棍	球棍 🏑 🏒 🥍
球棒	球棒 🏏
球童	球童 🏌 🏌️‍♂️ 🏌️‍♀️
球门	球门 🥍
球门网	球门网 🥅
理发	理发 💇‍♂️ 💈
理发师	理发师 💇 💇‍♂️ 💇‍♀️ 💈
理发店	理发店 💇 💇‍♀️
理发店招牌	理发店招牌 💈
理发的人	理发的人 💇
瑙鲁	瑙鲁 🇳🇷
瑜伽	瑜伽 🧘 🧘‍♂️ 🧘‍♀️
瑜伽士	瑜伽士 🧘 🧘‍♂️ 🧘‍♀️
瑞典	瑞典 🇸🇪
瑞士	瑞士 🇨🇭
瓜	瓜 🍈
瓜德罗普岛	瓜德罗普岛 🇬🇵
瓢虫	瓢虫 🐞
瓦利斯和富图纳群岛	瓦利斯和富图纳群岛 🇼🇫
瓦努阿图	瓦努阿图 🇻🇺
瓶子	瓶子 🍶 🍾 🧴
甜	甜 😛 🍦
甜品	甜品 🍡 🍧 🍨 🍪 🍰 🧁 🍫 🍬 🍭 🍮 🧃
甜土豆	甜土豆 🍠
甜点	甜点 🍡 🍦 🍧 🍨 🍩 🍪 🎂 🍰 🧁 🍫 🍬 🍭 🍮
甜瓜	甜瓜 🍈
甜甜圈	甜甜圈 🍩
甜菜	甜菜 🫜
甜蜜	甜蜜 🩷 👌
甜食	甜食 🍩 🎂
生化危机	生化危机 ☣
生命	生命 🪼 🛟 🧬
生日	生日 🥳 💐 🎂 🎈 🎉 🎁
生日蛋糕	生日蛋糕 🎂
生气	生气 😒 😖 😩 😤 😡 😠 🤬 💢 🗯
生活	生活 ☯
生物	生物 👹 👺 👻 👽 👾 🧜 🧜‍♂️ 🧜‍♀️ 🐙
生物危害	生物危害 ☣
生物学	生物学 🧫
生物学家	生物学家 🧑‍🔬 👨‍🔬 👩‍🔬 🧫 🧬
生病	生病 😷 🤒 🤧 😵 💉 💊
生菜	生菜 🥬
生长	生长 🌷
生闷气	生闷气 🙎 🙎‍♂️ 🙎‍♀️
用手捂住嘴的脸	用手捂住嘴的脸 🤭
用温度计的脸	用温度计的脸 🤒
用笔锁住	用笔锁住 🔏
用舌头舔脸	用舌头舔脸 😛
用钥匙锁上	用钥匙锁上 🔐
田径	田径 🤾 🤾‍♂️ 🤾‍♀️ 🎽
甲虫	甲虫 🪲 🐞
申请	申请 🈸
电	电 ⚡ 🔌
电击	电击 ⚡
电动	电动 🚃 🔌 💡 🔦
电动轮椅	电动轮椅 🦼
电压	电压 ⚡
电子	电子 🪫
电子游戏	电子游戏 🎮
电子邮件	电子邮件 ✉ 📧 📨 📩 📤 📥
电工	电工 🧑‍🔧 👨‍🔧 👩‍🔧
电影	电影 🍿 🎥 🎞 📽 🎬 🎦
电影帧	电影帧 🎞
电影摄影机	电影摄影机 🎥
电影放映机	电影放映机 📽
电影院	电影院 🎥 🎞 📽 🎦
电插头	电插头 🔌
电梯	电梯 🛗
电池	电池 🔋 🪫
电池电量低	电池电量低 🪫
电缆	电缆 🚡
电脑	电脑 💻 🖨 ⌨ 🖱 🛜
电脑鼠标	电脑鼠标 🖱
电视	电视 📺
电话	电话 📱 📲 ☎ 📞 📵 📶 📳 📴
电话听筒	电话听筒 📞
电车	电车 🚃 🚊 🚎
男	男 👨‍🦲
男人	男人 👨 🧔‍♂️ 👨‍🦰 👨‍🦱 👨‍🦳 👨‍🦲 👱‍♂️ 👴 🙍‍♂️ 🙎‍♂️ 🙅‍♂️ 🙆‍♂️ 💁‍♂️ 🙋‍♂️ 🧏‍♂️ 🙇‍♂️ 🤦‍♂️ 🤷‍♂️ 👨‍🌾 👨‍🍳 👨‍🔬 👨‍🎨 💂‍♂️ 👷‍♂️ 👷‍♀️ 🫃 👨‍🍼 🦸‍♂️ 🦹‍♂️ 🧙‍♂️ 🧚‍♂️ 🧛‍♂️ 🧝‍♂️ 🧟‍♂️ 💆‍♂️ 🚶 🚶‍♂️ 🚶‍♀️ 🚶‍➡️ 🚶‍♀️‍➡️ 🚶‍♂️‍➡️ 🧍‍♂️ 🧎‍♂️ 🧎‍♂️‍➡️ 👨‍🦯 👨‍🦯‍➡️ 🏃‍♂️ 🏃‍♂️‍➡️ 🕺 👯‍♂️ 🧖‍♂️ 🏄‍♂️ 🚵‍♂️ 🤸‍♂️ 🤽‍♂️ 🧘‍♂️ 👫 👬 👩‍❤️‍💋‍👨 👨‍❤️‍💋‍👨 👩‍❤️‍👨 👨‍❤️‍👨 👨‍👩‍👦 👨‍👩‍👧 👨‍👩‍👧‍👦 👨‍👩‍👦‍👦 👨‍👩‍👧‍👧 👨‍👨‍👦 👨‍👨‍👧 👨‍👨‍👧‍👦 👨‍👨‍👦‍👦 👨‍👨‍👧‍👧 👞
男人举手	男人举手 🙋‍♂️
男人做手势说“不”	男人做手势说“不” 🙅‍♂️
男人农民	男人农民 👨‍🌾
男人十一人	男人十一人 🧝‍♂️
男人吸血鬼	男人吸血鬼 🧛‍♂️
男人喂婴儿	男人喂婴儿 👨‍🍼
男人小费	男人小费 💁‍♂️
男人得到按摩	男人得到按摩 💆‍♂️
男人捂脸	男人捂脸 🤦‍♂️
男人正在理发	男人正在理发 💇‍♂️
男人的肚子	男人的肚子 🧙‍♂️
男人皱眉	男人皱眉 🙍‍♂️
男人耸耸肩	男人耸耸肩 🤷‍♂️
男人走路	男人走路 🚶‍♂️
男侦探	男侦探 🕵️‍♂️
男卫生工作者	男卫生工作者 👨‍⚕️
男厕所	男厕所 🚹
男厨师	男厨师 👨‍🍳
男士	男士 👨‍🎓 👨‍🏫 👨‍💼 👨‍🎤 👳‍♂️ 🤵‍♂️ 👰‍♂️ 💇‍♂️ 🍸
男子	男子 👨‍⚕️ 👨‍🏭 👨‍✈️ 👨‍🚒 👮‍♂️ 🕵️‍♂️ 🏌️‍♂️ 🏊‍♂️ 🏊‍♀️ ⛹️‍♂️ 🏋️‍♂️ 🚴‍♂️ 🤼‍♂️ 🤾‍♂️
男子举重	男子举重 🏋️‍♂️
男子侧手翻	男子侧手翻 🤸‍♂️
男子冲浪	男子冲浪 🏄‍♂️
男子划艇	男子划艇 🚣‍♂️
男子办公室职员	男子办公室职员 👨‍💼
男子山地自行车	男子山地自行车 🚵‍♂️
男子工厂工人	男子工厂工人 👨‍🏭
男子建筑工人	男子建筑工人 👷‍♂️
男子弹跳球	男子弹跳球 ⛹️‍♂️
男子摔跤	男子摔跤 🤼‍♂️
男子攀爬	男子攀爬 🧗‍♂️
男子消防员	男子消防员 👨‍🚒
男子游泳	男子游泳 🏊‍♂️
男子超级英雄	男子超级英雄 🦸‍♂️
男子跪下	男子跪下 🧎‍♂️
男子跪向右侧	男子跪向右侧 🧎‍♂️‍➡️
男子鞠躬	男子鞠躬 🙇‍♂️
男子飞行员	男子飞行员 👨‍✈️
男学生	男学生 👨‍🎓
男孩	男孩 👦 👬 👨‍👩‍👦 👨‍👩‍👧‍👦 👨‍👩‍👦‍👦 👨‍👨‍👦 👨‍👨‍👧‍👦 👨‍👨‍👦‍👦 👩‍👩‍👦 👩‍👩‍👧‍👦 👩‍👩‍👦‍👦
男宇航员	男宇航员 👨‍🚀
男式	男式 👞
男性	男性 🐏 ♂
男性标志	男性标志 ♂
男技术员	男技术员 👨‍💻
男机械师	男机械师 👨‍🔧
男歌手	男歌手 👨‍🎤
男法官	男法官 👨‍⚖️
男生	男生 👦
男科学家	男科学家 👨‍🔬
男老师	男老师 👨‍🏫
男艺术家	男艺术家 👨‍🎨
男警卫	男警卫 💂‍♂️
男警察	男警察 👮‍♂️
男超级恶棍	男超级恶棍 🦹‍♂️
男鞋	男鞋 👞
画家	画家 🎨
画笔	画笔 🖌
畏缩	畏缩 😖
略微	略微 🙁
番茄	番茄 🍅
疑问句	疑问句 ⁉
疗法	疗法 💆
疟疾	疟疾 🦟
疫苗接种	疫苗接种 💉
疯	疯 😤
疯狂	疯狂 😜 🤪 🫨 😳 😡 😠 🤬 💢 🗯 🧂 🍸
疲倦	疲倦 🫩 😩 🙀
疲倦的猫	疲倦的猫 🙀
疲倦的脸	疲倦的脸 😩 😫
疲劳	疲劳 🫩
疾病	疾病 🦟 🪰
病毒	病毒 🦟 🦠
痛苦	痛苦 🥲 😧
痛苦的脸	痛苦的脸 😧
癌症	癌症 ♋
登山	登山 🧗‍♂️ 🧗‍♀️
登山者	登山者 🧗 🧗‍♂️ 🧗‍♀️
登山靴	登山靴 🥾
白人	白人 👨‍🦯 👨‍🦯‍➡️ 👩‍🦯 👩‍🦯‍➡️
白俄罗斯	白俄罗斯 🇧🇾
白发	白发 👨‍🦳 👩‍🦳 🧑‍🦳
白天	白天 🧖‍♂️ 🌞
白头发	白头发 👨‍🦳 👩‍🦳
白手杖	白手杖 🦯
白旗	白旗 🏳
白日梦	白日梦 💭
白熊	白熊 🐻‍❄️
白羊座	白羊座 🐏 ♈
白色	白色 💟 🤍 🦷 🧑‍🦯 🧑‍🦯‍➡️ 🦳 🐻‍❄️ 💮 ⭐ 🥼 ❔ ❕ ⚪ ⬜ ◻ ◽ ▫ 🔳 🏳 🏳️‍⚧️
白色中小方块	白色中小方块 ◽
白色中方形	白色中方形 ◻
白色圆圈	白色圆圈 ⚪
白色大方块	白色大方块 ⬜
白色小方块	白色小方块 ▫
白色感叹号	白色感叹号 ❕
白色方形按钮	白色方形按钮 🔳
白色的心	白色的心 🤍
白色问号	白色问号 ❔
白花	白花 💮
白菜	白菜 🥬
白金汉	白金汉 💂‍♂️
白金汉宫	白金汉宫 💂 💂‍♀️
白雪皑皑	白雪皑皑 🏔
白领	白领 🧑‍💼 👨‍💼 👩‍💼
百万	百万 💰 💸 💲
百万富翁	百万富翁 🚤
百分	百分 💯
百合花	百合花 ⚜
百吉饼	百吉饼 🥯
百慕大	百慕大 🇧🇲
百货	百货 🏬
百货商店	百货商店 🏬
的	的 🪅 🆖
皇室	皇室 🫅 🤴 👸 👑
皇家	皇家 🫅
皮卡	皮卡 🛻
皮卡车	皮卡车 🛻
皮塔饼	皮塔饼 🫓
皮特凯恩群岛	皮特凯恩群岛 🇵🇳
皮纳塔	皮纳塔 🪅
皮肤科医生	皮肤科医生 😷
皱眉	皱眉 😕 🙁 ☹ 😦 🙍 🙍‍♂️ 🙍‍♀️ 🙎 🙎‍♂️ 🙎‍♀️
皱眉头	皱眉头 🙍 🙍‍♂️ 🙍‍♀️
皱眉的人	皱眉的人 🙍
皱眉的脸	皱眉的脸 ☹
皱着眉头张着嘴	皱着眉头张着嘴 😦
盆栽	盆栽 🪴
盈亏	盈亏 🌒
盐	盐 🧂
盒子	盒子 🍱 🥡 🧃 🎁 🪗 📦 🗃 🧰
盘子	盘子 🍽
盘旋的	盘旋的 🥨
盛装舞步	盛装舞步 🐴
盥洗室	盥洗室 🚹 🚺 🚻 🚾
盥洗用品	盥洗用品 🪥
目标	目标 🥅 🎯
盯着	盯着 🫣
盲人	盲人 🧑‍🦯 🧑‍🦯‍➡️ 👨‍🦯 👨‍🦯‍➡️ 👩‍🦯 👩‍🦯‍➡️ 🦮
直	直 😐 😑 😒 📏
直升机	直升机 🚁
直升飞机	直升飞机 🚁
直尺	直尺 📏
直布罗陀	直布罗陀 🇬🇮
直接	直接 🎯
直翅目	直翅目 🦗
相信	相信 😮
相同	相同 👯 👯‍♂️ 👯‍♀️
相机	相机 🤳 🎥 📷 📸 🎦
相框	相框 🖼
盾	盾 🛡
盾牌	盾牌 🛡
眉毛	眉毛 🤨 🥸
眉毛扬起的脸	眉毛扬起的脸 🤨
看	看 👀 🪁
看着	看着 👀
看见	看见 👀
真实	真实 💯 🫀
真菌	真菌 🍄 🍄‍🟫
眨眼	眨眼 😉 😜
眨眼的脸	眨眼的脸 😉
眩晕	眩晕 💫 🌀
眯眼	眯眼 😆 😝
眯着眼睛吐舌头	眯着眼睛吐舌头 😝
眯着眼睛笑	眯着眼睛笑 😆
眼含笑意	眼含笑意 😙
眼泪	眼泪 🥹 😢 😭 😹 😿
眼睛	眼睛 😃 😄 😁 😆 😊 😍 🤩 😚 😙 😜 🤪 😝 🫢 🫣 🙄 🫩 🥴 😵 😵‍💫 🥺 😸 😻 😽 👁️‍🗨️ 👀 👓 🕶 🥽
眼睛带着笑意	眼睛带着笑意 😸
眼睛明亮的	眼睛明亮的 🧒 👦 👧
眼花缭乱	眼花缭乱 🤩
眼镜	眼镜 🥸 🤓 👓 🕶
着装	着装 👕
着迷	着迷 🫣
着陆	着陆 🛬
睁着眼睛并用手捂住嘴	睁着眼睛并用手捂住嘴 🫢
睡眠	睡眠 🛏
睡眼惺忪的脸	睡眼惺忪的脸 😪
睡脸	睡脸 😴
睡觉	睡觉 😪 😴 🥱 💤 🛌
睡觉时间	睡觉时间 🥱 🛌
矢车菊	矢车菊 🪻
知识	知识 📖 📚
知道	知道 🫴 🙋 🙋‍♂️ 🙋‍♀️ 🤷 🤷‍♂️ 🤷‍♀️
短信	短信 💬
短笛	短笛 🪈
短裤	短裤 🩳
石头	石头 🪨 🥌 💎
石面	石面 🗿
砂浆	砂浆 🧱
砂锅	砂锅 🥘
砍	砍 🪓
砖	砖 🧱
砖块	砖块 🧱
砰	砰 🧨
破折号	破折号 〰
破损	破损 ⛓️‍💥
破碎	破碎 💔
破解	破解 🔓
硬币	硬币 👛 🪙
硬拉	硬拉 🏋 🏋️‍♂️ 🏋️‍♀️
确定	确定 🆗
确定按钮	确定按钮 🆗
碎片	碎片 🧩
碗	碗 🥣 🍜 🏈
碟形天线	碟形天线 📡
碰撞	碰撞 💥
碰杯	碰杯 🍻 🥂
碳水化合物	碳水化合物 🍞
磁力	磁力 🧭
磁带	磁带 📼
磁性	磁性 🧲
磁盘	磁盘 💽 💾 💿 📀
磁铁	磁铁 🧲
礁石	礁石 🪸
示威	示威 🪧
礼品	礼品 🎁
礼拜场所	礼拜场所 🛐
礼服	礼服 👚
礼物	礼物 🧧 🎁
祈祷	祈祷 👏 🤲 🙏 📿 🛐
祖母	祖母 👵
祖父	祖父 👴
祖父母	祖父母 🧓
祝福	祝福 😇 🙏 ⛪
祝贺	祝贺 👏 ㊗
神圣	神圣 ❤️‍🔥
神奇的	神奇的 🧝‍♂️
神灵	神灵 🧞 🧞‍♂️ 🧞‍♀️
神社	神社 ⛩
神秘	神秘 👤
神经	神经 😟
神话	神话 🧚 🧚‍♂️ 🧚‍♀️ 🧝 🧝‍♂️ 🧝‍♀️ 🧞 🧞‍♂️ 🧞‍♀️ 🪽
神道教	神道教 ⛩
票	票 🎫
票据	票据 💸
票根	票根 🎫
祷告	祷告 🤲
禁	禁 🔞
禁止	禁止 🙈 🙉 🙊 🙅 🙅‍♂️ 🙅‍♀️ 🔕 ⛔ 🚫 🚳 🚭 🚯 🚷 📵 🔞 🈲
禁止乱扔垃圾	禁止乱扔垃圾 🚯
禁止使用手机	禁止使用手机 📵
禁止抽烟	禁止抽烟 🚭
禁止的	禁止的 🚱
禁止驶入	禁止驶入 ⛔
禅	禅 😌 🧘 🧘‍♂️ 🧘‍♀️
福克兰群岛	福克兰群岛 🇫🇰
离开	离开 💨
私人	私人 🔒
秃	秃 🦲
秃头	秃头 👨‍🦲 👩‍🦲 🧑‍🦲 👴
秋天	秋天 🍂 🥮
种植	种植 🪴
科威特	科威特 🇰🇼
科学	科学 🦠 🔍 🔎 🧪 🔬 🔭 📡
科学家	科学家 🧑‍🔬 👨‍🔬 👩‍🔬 🥼
科摩罗	科摩罗 🇰🇲
科特迪瓦	科特迪瓦 🇨🇮
科科斯基林群岛	科科斯基林群岛 🇨🇨
科索沃	科索沃 🇽🇰
秒表	秒表 ⏱
秘密	秘密 🤭 🤐 😶 🙈 🙉 🙊 🥷 ㊙
秘鲁	秘鲁 🇵🇪
秤	秤 ⚖
移动	移动 🏃 🏃‍♂️ 🏃‍♀️ 🏃‍➡️ 🏃‍♀️‍➡️ 🏃‍♂️‍➡️ 🚛 📲 📶 📳
移动电话	移动电话 📱 📵 📴
稀饭	稀饭 🥣
程序员	程序员 👩‍💻
稍微	稍微 🙂
稻捆	稻捆 🌾
稻米	稻米 🌾
穆斯林	穆斯林 🕌 🕋 ☪
穗	穗 🌾 🌽
空	空 🪹 🫗
空巢	空巢 🪹
空心	空心 ⭕
空心红色圆圈	空心红色圆圈 ⭕
空手道	空手道 🥋
空气	空气 🪟
空的	空的 🫙
空缺	空缺 🈳 🈵
空翻	空翻 🤸 🤸‍♂️ 🤸‍♀️
空间	空间 👾 🍡 🛰 🌑 🌒 🌓 🌗 🌙 🌚 🌛 ☀ 🌌
穿燕尾服的人	穿燕尾服的人 🤵
穿燕尾服的女人	穿燕尾服的女人 🤵‍♀️
穿燕尾服的男人	穿燕尾服的男人 🤵‍♂️
穿着	穿着 👳 👗
穿着西装的人悬浮	穿着西装的人悬浮 🕴
突出	突出 😛 😝
突尼斯	突尼斯 🇹🇳
突然	突然 🤭
突然意识到	突然意识到 🤭
窃笑	窃笑 😏
窗口	窗口 🪟
窗户	窗户 🪟
窥镜	窥镜 🪞
立方体	立方体 🧊 🏢
立陶宛	立陶宛 🇱🇹
竖琴	竖琴 🪉
竖笛	竖笛 🪈
竖起大拇指	竖起大拇指 👍
站	站 ⛽
站着的男人	站着的男人 🧍‍♂️
站立	站立 🧍 🧍‍♂️ 🧍‍♀️
站立的人	站立的人 🧍
竞赛	竞赛 🏃‍♂️ 🏃‍♀️ 🏃‍♀️‍➡️ 🏃‍♂️‍➡️ 🏁
竞速	竞速 🏃 🏃‍➡️
章鱼	章鱼 🐙
童话	童话 😇 😈 👿 💀 👹 👺 👻 👽 👾 🤴 👸 👼 🧚 🧚‍♂️ 🧚‍♀️ 🧜 🧜‍♂️ 🧜‍♀️ 🐲 🐉 🔮
竹子	竹子 🐼 🎍
笑	笑 😀 😹
笑容满面	笑容满面 😁
笑得满地打滚	笑得满地打滚 🤣
笑脸	笑脸 😀 ☺ 🥲 😮‍💨 😵‍💫
笑脸与笑眼	笑脸与笑眼 😊
笑脸盈盈	笑脸盈盈 😄
笑话	笑话 😜
笔	笔 🖊
笔尖	笔尖 ✒ 🔏
笔记	笔记 📝 🗒
笔记本	笔记本 📔 📓 📒
笔记本电脑	笔记本电脑 💻
符号	符号 🤬 💢 ♿ 🚼 ⚛ ☮ ♀ ⚧ ✖ ➖ ➗ 🟰 ⚕ ♻ 🔰 🔣
第一个	第一个 🌓
第一名	第一名 🥇
第一名奖牌	第一名奖牌 🥇
第三	第三 🥉
第三名	第三名 🥉
第三名奖牌	第三名奖牌 🥉
第二名	第二名 🥈
第二名奖牌	第二名奖牌 🥈
等于	等于 🟰
等待	等待 🫷 🫸 ⏳ ⏰
等级	等级 🈴
筑巢	筑巢 🪺 🪆
答案	答案 🟰
筷子	筷子 🍜 🥡 🥢
简单	简单 🍳 🏠 🏡
算盘	算盘 🧮
管	管 🧪
管乐器	管乐器 🪈
管弦乐队	管弦乐队 🪈 🪉
管理	管理 🤹 🤹‍♂️ 🤹‍♀️
箭	箭 🏹
箭头	箭头 💘 📲 📩 ⬆ ↗ ➡ ↘ ⬇ ↙ ⬅ ↖ ↕ ↔ ↩ ↪ ⤴ ⤵ 🔃 🔄 🔙 🔚 🔛 🔜 🔝 🔀 🔁 🔂 ▶ ⏩ ⏭ ⏯ ◀ ⏪ ⏮ 🔼 ⏫ 🔽 ⏬
箱	箱 📤
箱子	箱子 🧰 🛄 🛅
篮子	篮子 🧺
篮球	篮球 ⛹ ⛹️‍♂️ ⛹️‍♀️ 🏀
篮筐	篮筐 🏀
簿记	簿记 🧾
米里亚姆	米里亚姆 🪬
米饭	米饭 🍘 🍙 🍚 🍛
米饼	米饼 🍘
类型	类型 🅰 🆎 🅱
粉红之心	粉红之心 🩷
粉色	粉色 🩷 🏳️‍⚧️
粗	粗 ⭕
粘合剂	粘合剂 🩹
粘土	粘土 🧱
粘性物质	粘性物质 👶
粥	粥 🥣
粪便	粪便 💩 🪠
精灵	精灵 🧝 🧝‍♂️ 🧝‍♀️ 🧞 🧞‍♂️ 🧞‍♀️
精疲力尽	精疲力尽 😮‍💨 🫩
精神	精神 😇
糕点	糕点 🍥 🎂 🍰 🥧
糖	糖 🧁
糖屑	糖屑 🧁
糖果	糖果 🍫 🍬 🍭 🍯 🪅
糟糕	糟糕 😔 😞
素食	素食 🫛 🍄‍🟫 🫜
索引	索引 🗂 📇
索道	索道 🚠 🚡
索马里	索马里 🇸🇴
紧张	紧张 😅 😟 😰 😓 💗 🫦 💆 💆‍♂️ 💆‍♀️
紧握	紧握 👊
紧握的	紧握的 ✊
紫丁香	紫丁香 🪻
紫心	紫心 💜
紫罗兰	紫罗兰 🪻
紫色	紫色 😈 👿 💟 💜 🪻 🟣 🟪
紫色圆圈	紫色圆圈 🟣
紫色方块	紫色方块 🟪
累	累 😩 💤 🛌
累了	累了 😪 😴 🫩 😵 😫 🥱
繁星点点的夜晚	繁星点点的夜晚 🌃
繁荣	繁荣 🎆 🎇
纠察	纠察 🪧
纠正	纠正 👊
红包	红包 🧧
红发	红发 🦰
红场	红场 🟥
红头发	红头发 👨‍🦰 👩‍🦰 🧑‍🦰
红心	红心 ♥
红纸灯笼	红纸灯笼 🏮
红绿灯	红绿灯 🚥 🚦
红色	红色 😡 ❤ 🫀 🦰 🌹 🍎 🍒 🥩 🧧 🀄 🏮 🧰 🔼 🔽 ❓ ❗ ⭕ 🔴 🟥 🔺 🔻
红色三角形朝上	红色三角形朝上 🔺
红色三角形朝下	红色三角形朝下 🔻
红色圆圈	红色圆圈 🔴
红色感叹号	红色感叹号 ❗
红色的心	红色的心 ❤
红色问号	红色问号 ❓
红苹果	红苹果 🍎
红酒杯	红酒杯 🍷
约会	约会 😗 😚 😙 💕 💋 🧑‍🤝‍🧑 👭 👫 👬 💏 👩‍❤️‍💋‍👨 👨‍❤️‍💋‍👨 👩‍❤️‍💋‍👩 💑 👩‍❤️‍👨 👨‍❤️‍👨 👩‍❤️‍👩 💄
约克	约克 🗽
约旦	约旦 🇯🇴
级别	级别 🎚
纪念碑	纪念碑 🪦
纯洁	纯洁 🪷
纱	纱 🧶
纱丽	纱丽 🥻
纱线	纱线 🧶
纳扎尔护身符	纳扎尔护身符 🧿
纳米比亚	纳米比亚 🇳🇦
纵容	纵容 🧖‍♂️
纵情享受	纵情享受 🧖 🧖‍♀️
纸	纸 🏮 📜 ✂ 🧻
纸币	纸币 💶
纸张	纸张 📃 📄 🗞 🗄
纸杯蛋糕	纸杯蛋糕 🧁
纽埃	纽埃 🇳🇺
纽约	纽约 🗽
纽约市	纽约市 🗽
线	线 🫥 🧵 🪡
线索	线索 🫆 🧩 🗝
线轴	线轴 🧵
细胞	细胞 📲 📳
细菌	细菌 😷 🦠 🧫
细高跟鞋	细高跟鞋 👠
终极	终极 🥏
经理	经理 🧑‍💼 👨‍💼 👩‍💼
经络	经络 🌐
绒毛	绒毛 🐨
结	结 🪢
结束	结束 🫢 👮 👮‍♀️ 🔚
结束箭头	结束箭头 🔚
绘画	绘画 🖼 🎨 🖌
绝对	绝对 👊
绳	绳 🪢
绳子	绳子 🧵
绳索	绳索 🪢
维修	维修 🔨
维森特	维森特 🦬
维生素	维生素 🍊 💊
绵羊	绵羊 🐏 🐑
绷带	绷带 🤕 🩹
绿叶	绿叶 🥬
绿叶蔬菜	绿叶蔬菜 🥬
绿皮书	绿皮书 📗
绿色	绿色 💚 🌳 🍏 🥗 📗 🔰 🟢 🟩
绿色圆圈	绿色圆圈 🟢
绿色方块	绿色方块 🟩
绿色沙拉	绿色沙拉 🥗
绿色的心	绿色的心 💚
绿色蔬菜	绿色蔬菜 🥬
缅甸	缅甸 🇲🇲
缆车	缆车 🚠 🚡
缓慢	缓慢 🦥
编码员	编码员 🧑‍💻 👨‍💻
缝合线	缝合线 🪡
缝纫	缝纫 🧵 🪡
缝纫针	缝纫针 🪡
缠结	缠结 🪢
缩放	缩放 🏎
罐	罐 🫙 🗑
罐头	罐头 🥫
罐头食品	罐头食品 🥫
罐子	罐子 🍯 🫙
网	网 ⛹ ⛹️‍♂️ ⛹️‍♀️ 🕸 🥅
网球	网球 🎾 🏓 👟
网络	网络 🌐 🛜
罗杰	罗杰 🏴‍☠️
罗盘	罗盘 🧭
罗马尼亚	罗马尼亚 🇷🇴
罚球	罚球 🟨
罪犯	罪犯 🦹 🦹‍♂️ 🦹‍♀️
羊排	羊排 🥩
羊毛	羊毛 🐑 🦙
羊群	羊群 🪿
羊角面包	羊角面包 🥐
羊驼	羊驼 🦙
美丽	美丽 👲 🦋 🪷 🌹
美丽的	美丽的 🗿
美人鱼	美人鱼 🧜 🧜‍♀️
美元	美元 💰 🪙 💵 💸 💲
美元钞票	美元钞票 💵
美味	美味 😋 🍴
美国	美国 🏈 🇺🇸
美国外岛	美国外岛 🇺🇲
美好	美好 💖
美容	美容 👄 💇 💇‍♂️ 💇‍♀️
美容术	美容术 💇 💇‍♂️ 💇‍♀️
美属维尔京群岛	美属维尔京群岛 🇻🇮
美属萨摩亚	美属萨摩亚 🇦🇸
美式足球	美式足球 🏈
美洲	美洲 🌎
羔羊	羔羊 🐑
羽扇豆	羽扇豆 🪻
羽毛	羽毛 🪶
羽毛球	羽毛球 🏸
羽状	羽状 🪅
羽衣甘蓝	羽衣甘蓝 🥬
翅膀	翅膀 🧚 🧚‍♂️ 🧚‍♀️ 🪽 💸
翱翔	翱翔 🪽
翻白眼	翻白眼 🙄
翻白眼的脸	翻白眼的脸 🙄
翻转	翻转 💁 💁‍♂️ 💁‍♀️ 🤸 🤸‍♂️ 🤸‍♀️
翼	翼 🪽
老人	老人 🧓 👴 👵
老妇人	老妇人 👵
老师	老师 🧑‍🏫 👨‍🏫 👩‍🏫
老年	老年 👴
老年人	老年人 🧓 👴 👵
老挝	老挝 🇱🇦
老板	老板 😏
老爷爷	老爷爷 👴
老虎	老虎 🐯 🐅
老虎机	老虎机 🎰
老鼠	老鼠 🐭 🐁 🪤
老鼠脸	老鼠脸 🐭
考拉	考拉 🐨
考虑	考虑 🤔
耐心	耐心 🤌
耗尽	耗尽 🪫
耳塞	耳塞 🎧
耳朵	耳朵 🙉 👂 🦻 🧏 🧏‍♂️ 🧏‍♀️ 👯 👯‍♂️ 👯‍♀️
耳机	耳机 🎧
耳语	耳语 😮‍💨
耶	耶 😃 👏
耸肩	耸肩 🤷 🤷‍♂️ 🤷‍♀️
耸肩的人	耸肩的人 🤷
聆听	聆听 👂
聋人	聋人 🧏 🧏‍♂️ 🧏‍♀️
聋哑妇女	聋哑妇女 🧏‍♀️
职员	职员 ⚕
联合国	联合国 🇺🇳
联系	联系 🔭
聚会	聚会 🥳 👯 👯‍♂️ 👯‍♀️ 🪅
聚会的脸	聚会的脸 🥳
聪明	聪明 🤓 🧠 🦉
肉	肉 🍖 🥩 🥧
肉丸	肉丸 🧆 🍝
肉类	肉类 🥓
肌肉	肌肉 💪
肚子	肚子 🫃 🫄
肢体	肢体 🦵
肥皂	肥皂 🧼 🫧
肥皂盒	肥皂盒 🧼
肯定	肯定 💯
肯尼亚	肯尼亚 🇰🇪
肺	肺 🫁
肾脏	肾脏 🫘
胀气	胀气 🫄
背包	背包 🎒
背包旅行	背包旅行 🎒 🥾
背后	背后 🌦
背心	背心 🦺
背部	背部 🤚
背面	背面 🚪
胖的	胖的 🛺
胜利	胜利 😎 😤 ✌ 🌟 🏆 👑 🏁
胜利之手	胜利之手 ✌
